,movieId,title,genres
0,11,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1,103,Jumanji (1995),Adventure|Children|Fantasy
2,425,Grumpier Old Men (1995),Comedy|Romance
3,453,Father of the Bride Part II (1995),Comedy
4,130,Heat (1995),Action|Crime|Thriller
5,400,Sabrina (1995),Comedy|Romance
6,66,GoldenEye (1995),Action|Adventure|Thriller
7,252,"American President, The (1995)",Comedy|Drama|Romance
8,197,Casino (1995),Crime|Drama
9,277,Sense and Sensibility (1995),Drama|Romance
10,175,Ace Ventura: When Nature Calls (1995),Comedy
11,172,Get Shorty (1995),Comedy|Crime|Thriller
12,722,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller
13,932,Powder (1995),Drama|Sci-Fi
14,226,Leaving Las Vegas (1995),Drama|Romance
15,682,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi
16,672,Dangerous Minds (1995),Drama
17,31,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
18,74,Babe (1995),Children|Drama
19,273,Dead Man Walking (1995),Crime|Drama
20,123,Clueless (1995),Comedy|Romance
21,501,Mortal Kombat (1995),Action|Adventure|Fantasy
22,810,To Die For (1995),Comedy|Drama|Thriller
23,15,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
24,266,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
25,13,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
26,914,Mighty Aphrodite (1995),Comedy|Drama|Romance
27,700,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance
28,763,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
29,209,Mr. Holland's Opus (1995),Drama
30,856,Bio-Dome (1996),Comedy
31,384,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
32,189,Broken Arrow (1996),Action|Adventure|Thriller
33,138,Happy Gilmore (1996),Comedy
34,976,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical
35,7,Braveheart (1995),Action|Drama|War
36,120,Taxi Driver (1976),Crime|Drama|Thriller
37,494,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
38,839,Down Periscope (1996),Comedy
39,185,"Birdcage, The (1996)",Comedy
40,435,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
41,17,Apollo 13 (1995),Adventure|Drama|IMAX
42,539,Rob Roy (1995),Action|Drama|Romance|War
43,59,Batman Forever (1995),Action|Adventure|Comedy|Crime
44,315,Casper (1995),Adventure|Children
45,372,Congo (1995),Action|Adventure|Mystery|Sci-Fi
46,126,Crimson Tide (1995),Drama|Thriller|War
47,281,Desperado (1995),Action|Romance|Western
48,48,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
49,392,First Knight (1995),Action|Drama|Romance
50,730,Hackers (1995),Action|Adventure|Crime|Thriller
51,412,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
52,311,Judge Dredd (1995),Action|Crime|Sci-Fi
53,721,Mallrats (1995),Comedy|Romance
54,99,"Net, The (1995)",Action|Crime|Thriller
55,464,Nine Months (1995),Comedy|Romance
56,748,Showgirls (1995),Drama
57,527,Species (1995),Horror|Sci-Fi
58,919,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
59,870,Under Siege 2: Dark Territory (1995),Action
