,movieId,title,genres
0,11,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1,103,Jumanji (1995),Adventure|Children|Fantasy
2,425,Grumpier Old Men (1995),Comedy|Romance
3,453,Father of the Bride Part II (1995),Comedy
4,130,Heat (1995),Action|Crime|Thriller
5,400,Sabrina (1995),Comedy|Romance
6,66,GoldenEye (1995),Action|Adventure|Thriller
7,252,"American President, The (1995)",Comedy|Drama|Romance
8,197,Casino (1995),Crime|Drama
9,277,Sense and Sensibility (1995),Drama|Romance
10,175,Ace Ventura: When Nature Calls (1995),Comedy
11,172,Get Shorty (1995),Comedy|Crime|Thriller
12,226,Leaving Las Vegas (1995),Drama|Romance
13,31,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
14,74,Babe (1995),Children|Drama
15,273,Dead Man Walking (1995),Crime|Drama
16,123,Clueless (1995),Comedy|Romance
17,15,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
18,266,Pocahontas (1995),Animation|Children|Drama|Musical|Romance
19,13,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
20,209,Mr. Holland's Opus (1995),Drama
21,384,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller
22,189,Broken Arrow (1996),Action|Adventure|Thriller
23,138,Happy Gilmore (1996),Comedy
24,7,Braveheart (1995),Action|Drama|War
25,120,Taxi Driver (1976),Crime|Drama|Thriller
26,494,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
27,185,"Birdcage, The (1996)",Comedy
28,435,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller
29,17,Apollo 13 (1995),Adventure|Drama|IMAX
30,59,Batman Forever (1995),Action|Adventure|Comedy|Crime
31,315,Casper (1995),Adventure|Children
32,372,Congo (1995),Action|Adventure|Mystery|Sci-Fi
33,126,Crimson Tide (1995),Drama|Thriller|War
34,281,Desperado (1995),Action|Romance|Western
35,48,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
36,392,First Knight (1995),Action|Drama|Romance
37,412,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
38,311,Judge Dredd (1995),Action|Crime|Sci-Fi
39,99,"Net, The (1995)",Action|Crime|Thriller
40,464,Nine Months (1995),Comedy|Romance
41,97,Waterworld (1995),Action|Adventure|Sci-Fi
42,451,Billy Madison (1995),Comedy
43,121,Clerks (1994),Comedy
44,423,Disclosure (1994),Drama|Thriller
45,62,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
46,255,Ed Wood (1994),Comedy|Drama
47,108,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
48,5,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
49,264,Legends of the Fall (1994),Drama|Romance|War|Western
50,161,Natural Born Killers (1994),Action|Crime|Thriller
51,133,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
52,63,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
53,2,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
54,203,Quiz Show (1994),Drama
55,56,Stargate (1994),Action|Adventure|Sci-Fi
56,200,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
57,1,"Shawshank Redemption, The (1994)",Crime|Drama
58,112,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
