,MovieId,MovieName,Genre
0,3,nan,sor-trondelag
1,3,nan,oslo
2,3,nan,sor-trondelag
3,3,nan,akershus
4,1,nan,sor-trondelag
5,3,nan,hedmark
6,3,nan,florida
7,3,nan,more og romsdal
8,3,nan,oslo
9,1,nan,sor-trondelag
10,3,nan,akershus
11,1,nan,sor-trondelag
12,3,nan,oslo
13,1,nan,sor-trondelag
14,3,nan,nord-trondelag
15,3,nan,sor-trondelag
16,3,nan,sor-trondelag
17,3,nan,rogaland
18,3,nan,sor-trondelag
19,3,nan,oslo
20,3,nan,akershus
21,3,nan,oslo
22,3,nan,sor-trondelag
23,3,nan,oslo
24,3,nan,oslo
25,3,nan,sor-trondelag
26,3,nan,sor-trondelag
27,3,nan,vestfold
28,3,nan,oslo
29,3,nan,oslo
30,3,nan,sor-trondelag
31,3,nan,sor-trondelag
32,3,nan,vest-agder
33,3,nan,nord-trondelag
34,3,nan,sor-trondelag
35,3,nan,oslo
36,3,nan,sor-trondelag
37,3,nan,sor-trondelag
38,3,nan,nord-trondelag
39,3,nan,sor-trondelag
40,3,nan,sor-trondelag
41,3,nan,sor-trondelag
42,3,nan,sor-trondelag
43,3,nan,virginia
44,3,nan,buskerud
45,3,nan,sor-trondelag
46,3,nan,akershus
47,3,nan,akershus
48,3,nan,buskerud
49,1,nan,new hampshire
50,3,nan,oslo
51,3,nan,more og romsdal
52,3,nan,more og romsdal
53,3,nan,rogaland
54,3,nan,nord-trondelag
55,3,nan,ostfold
56,3,nan,more og romsdal
57,3,nan,sor-trondelag
58,3,nan,sor-trondelag
59,1,nan,new hampshire
60,3,nan,sor-trondelag
61,3,nan,auckland
62,3,nan,ostfold
63,3,nan,nord-trondelag
64,3,nan,sor-trondelag
65,3,nan,akershus
66,3,nan,oslo
67,3,nan,nord-trondelag
68,3,nan,oslo
69,3,nan,nord-trondelag
70,3,nan,sor-trondelag
71,3,nan,sor-trondelag
72,3,nan,oslo
73,3,nan,sor-trondelag
74,1,nan,new hampshire
75,3,nan,buskerud
76,3,nan,sor-trondelag
77,3,nan,buskerud
78,3,nan,rio grande do norte
79,3,nan,sor-trondelag
80,1,nan,new hampshire
81,3,nan,oslo
82,3,nan,oslo
83,1,nan,oslo
84,3,nan,sor-trondelag
85,3,nan,sor-trondelag
86,1,nan,new hampshire
87,3,nan,sor-trondelag
88,3,nan,finnmark
89,3,nan,sor-trondelag
90,3,nan,sor-trondelag
91,3,nan,hedmark
92,3,nan,sor-trondelag
93,3,nan,sor-trondelag
94,3,nan,new york
95,3,nan,oslo
96,3,nan,oslo
97,1,nan,new hampshire
98,3,nan,sogn og fjordane
99,3,nan,telemark
100,3,nan,aust-agder
101,3,nan,sor-trondelag
102,1,nan,new hampshire
103,3,nan,oslo
104,3,nan,vest-agder
105,3,nan,sor-trondelag
106,3,nan,oslo
107,3,nan,akershus
108,1,nan,new hampshire
109,3,nan,akershus
110,3,nan,sor-trondelag
111,3,nan,oppland
112,3,nan,sor-trondelag
113,3,nan,sor-trondelag
114,3,nan,more og romsdal
115,3,nan,oslo
116,3,nan,sor-trondelag
117,3,nan,rogaland
118,3,nan,rogaland
119,3,nan,sor-trondelag
120,3,nan,sor-trondelag
