,movieId,title,genres
0,11,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1,7,Braveheart (1995),Action|Drama|War
2,5,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
3,2,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
4,1,"Shawshank Redemption, The (1994)",Crime|Drama
5,0,Forrest Gump (1994),Comedy|Drama|Romance|War
6,6,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
7,9,Schindler's List (1993),Drama|War
8,8,Terminator 2: Judgment Day (1991),Action|Sci-Fi
9,3,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
10,4,"Matrix, The (1999)",Action|Sci-Fi|Thriller
11,10,Fight Club (1999),Action|Crime|Drama|Thriller
